ist_kodas;data;gydytojo_ID;pirminiu_trukme;priimtu_pirm_skc;visas_priemimo_laikas;visu_pac_skc;nuo;iki;iraso_sukurimo_data
303238821;2020-11-18;1095457;180;7;360;22;12:24;20:00;2020-11-19 03:00
